id,school,state,year,applied,admitted
210841,Heights School,Maryland,2022-23,24,11
210675,Henry E Lackey High School,Maryland,2013-14,16,10
210675,Henry E Lackey High School,Maryland,2014-15,21,<10
210675,Henry E Lackey High School,Maryland,2015-16,19,<10
210675,Henry E Lackey High School,Maryland,2016-17,21,<10
210675,Henry E Lackey High School,Maryland,2017-18,NA,NA
210675,Henry E Lackey High School,Maryland,2018-19,10,<10
210675,Henry E Lackey High School,Maryland,2019-20,11,<10
210675,Henry E Lackey High School,Maryland,2020-21,NA,NA
210675,Henry E Lackey High School,Maryland,2021-22,21,10
210675,Henry E Lackey High School,Maryland,2022-23,26,11
210805,Hereford High,Maryland,2013-14,80,56
210805,Hereford High,Maryland,2014-15,81,56
210805,Hereford High,Maryland,2015-16,63,30
210805,Hereford High,Maryland,2016-17,88,56
210805,Hereford High,Maryland,2017-18,101,56
210805,Hereford High,Maryland,2018-19,87,51
210805,Hereford High,Maryland,2019-20,85,54
210805,Hereford High,Maryland,2020-21,109,71
210805,Hereford High,Maryland,2021-22,121,64
210805,Hereford High,Maryland,2022-23,132,71
210240,High Point Sr High School,Maryland,2013-14,57,22
210240,High Point Sr High School,Maryland,2014-15,59,25
210240,High Point Sr High School,Maryland,2015-16,41,12
210240,High Point Sr High School,Maryland,2016-17,57,13
210240,High Point Sr High School,Maryland,2017-18,52,16
210240,High Point Sr High School,Maryland,2018-19,58,<10
210240,High Point Sr High School,Maryland,2019-20,59,19
210240,High Point Sr High School,Maryland,2020-21,74,23
210240,High Point Sr High School,Maryland,2021-22,73,32
210240,High Point Sr High School,Maryland,2022-23,70,23
210255,Holton Arms School,Maryland,2013-14,39,27
210255,Holton Arms School,Maryland,2014-15,27,19
210255,Holton Arms School,Maryland,2015-16,26,19
210255,Holton Arms School,Maryland,2016-17,27,16
210255,Holton Arms School,Maryland,2017-18,34,19
210255,Holton Arms School,Maryland,2018-19,24,15
210255,Holton Arms School,Maryland,2019-20,31,16
210255,Holton Arms School,Maryland,2020-21,33,20
210255,Holton Arms School,Maryland,2021-22,23,13
210255,Holton Arms School,Maryland,2022-23,30,19
210510,Howard High School,Maryland,2013-14,145,84
210510,Howard High School,Maryland,2014-15,136,76
210510,Howard High School,Maryland,2015-16,133,70
210510,Howard High School,Maryland,2016-17,179,89
210510,Howard High School,Maryland,2017-18,170,89
210510,Howard High School,Maryland,2018-19,198,83
210510,Howard High School,Maryland,2019-20,176,88
210510,Howard High School,Maryland,2020-21,207,100
210510,Howard High School,Maryland,2021-22,234,131
210510,Howard High School,Maryland,2022-23,247,130
210651,Huntingtown High School,Maryland,2013-14,66,43
210651,Huntingtown High School,Maryland,2014-15,79,46
210651,Huntingtown High School,Maryland,2015-16,52,30
210651,Huntingtown High School,Maryland,2016-17,88,43
210651,Huntingtown High School,Maryland,2017-18,66,36
210651,Huntingtown High School,Maryland,2018-19,58,28
210651,Huntingtown High School,Maryland,2019-20,89,41
210651,Huntingtown High School,Maryland,2020-21,60,27
210651,Huntingtown High School,Maryland,2021-22,66,40
210651,Huntingtown High School,Maryland,2022-23,72,34
210424,Indian Creek School,Maryland,2013-14,10,<10
210424,Indian Creek School,Maryland,2014-15,NA,NA
210424,Indian Creek School,Maryland,2015-16,NA,NA
210424,Indian Creek School,Maryland,2016-17,NA,NA
210424,Indian Creek School,Maryland,2017-18,15,<10
210424,Indian Creek School,Maryland,2018-19,11,<10
210424,Indian Creek School,Maryland,2019-20,22,11
210424,Indian Creek School,Maryland,2020-21,NA,NA
210424,Indian Creek School,Maryland,2021-22,20,11
210424,Indian Creek School,Maryland,2022-23,25,19
210100,Institute Of Notre Dame,Maryland,2013-14,20,<10
210100,Institute Of Notre Dame,Maryland,2014-15,13,<10
210100,Institute Of Notre Dame,Maryland,2015-16,20,10
210100,Institute Of Notre Dame,Maryland,2016-17,25,13
210100,Institute Of Notre Dame,Maryland,2017-18,32,20
210100,Institute Of Notre Dame,Maryland,2018-19,24,12
210100,Institute Of Notre Dame,Maryland,2019-20,13,<10
210100,Institute Of Notre Dame,Maryland,2020-21,16,11
210100,Institute Of Notre Dame,Maryland,2021-22,NA,NA
210100,Institute Of Notre Dame,Maryland,2022-23,NA,.
210010,International Hs Largo,Maryland,2013-14,NA,NA
210010,International Hs Largo,Maryland,2014-15,NA,NA
210010,International Hs Largo,Maryland,2015-16,NA,NA
210010,International Hs Largo,Maryland,2016-17,NA,NA
210010,International Hs Largo,Maryland,2017-18,NA,NA
210010,International Hs Largo,Maryland,2018-19,NA,NA
210010,International Hs Largo,Maryland,2019-20,NA,NA
210010,International Hs Largo,Maryland,2020-21,NA,NA
210010,International Hs Largo,Maryland,2021-22,NA,NA
210010,International Hs Largo,Maryland,2022-23,15,<10
210258,Intl Hs At Langley Park,Maryland,2013-14,NA,NA
210258,Intl Hs At Langley Park,Maryland,2014-15,NA,NA
210258,Intl Hs At Langley Park,Maryland,2015-16,NA,NA
210258,Intl Hs At Langley Park,Maryland,2016-17,NA,NA
210258,Intl Hs At Langley Park,Maryland,2017-18,NA,NA
210258,Intl Hs At Langley Park,Maryland,2018-19,NA,NA
210258,Intl Hs At Langley Park,Maryland,2019-20,NA,NA
210258,Intl Hs At Langley Park,Maryland,2020-21,11,<10
210258,Intl Hs At Langley Park,Maryland,2021-22,19,<10
210258,Intl Hs At Langley Park,Maryland,2022-23,20,<10
210959,James Hubert Blake High School,Maryland,2013-14,123,67
210959,James Hubert Blake High School,Maryland,2014-15,113,54
210959,James Hubert Blake High School,Maryland,2015-16,99,38
210959,James Hubert Blake High School,Maryland,2016-17,115,55
210959,James Hubert Blake High School,Maryland,2017-18,109,52
210959,James Hubert Blake High School,Maryland,2018-19,111,52
210959,James Hubert Blake High School,Maryland,2019-20,105,38
210959,James Hubert Blake High School,Maryland,2020-21,162,83
210959,James Hubert Blake High School,Maryland,2021-22,191,120
210959,James Hubert Blake High School,Maryland,2022-23,192,106
210928,James M Bennett High School,Maryland,2013-14,45,29
210928,James M Bennett High School,Maryland,2014-15,37,19
210928,James M Bennett High School,Maryland,2015-16,44,17
210928,James M Bennett High School,Maryland,2016-17,48,21
210928,James M Bennett High School,Maryland,2017-18,51,29
210928,James M Bennett High School,Maryland,2018-19,49,27
210928,James M Bennett High School,Maryland,2019-20,56,35
210928,James M Bennett High School,Maryland,2020-21,32,17
210928,James M Bennett High School,Maryland,2021-22,68,44
210928,James M Bennett High School,Maryland,2022-23,57,32
210233,John Carroll School,Maryland,2013-14,30,20
210233,John Carroll School,Maryland,2014-15,36,16
210233,John Carroll School,Maryland,2015-16,29,11
210233,John Carroll School,Maryland,2016-17,35,20
210233,John Carroll School,Maryland,2017-18,46,19
210233,John Carroll School,Maryland,2018-19,40,27
210233,John Carroll School,Maryland,2019-20,44,26
210233,John Carroll School,Maryland,2020-21,26,11
210233,John Carroll School,Maryland,2021-22,63,39
210233,John Carroll School,Maryland,2022-23,58,43
210960,John F Kennedy High School,Maryland,2013-14,64,33
210960,John F Kennedy High School,Maryland,2014-15,69,26
210960,John F Kennedy High School,Maryland,2015-16,57,15
210960,John F Kennedy High School,Maryland,2016-17,60,24
210960,John F Kennedy High School,Maryland,2017-18,52,11
210960,John F Kennedy High School,Maryland,2018-19,67,29
210960,John F Kennedy High School,Maryland,2019-20,53,14
210960,John F Kennedy High School,Maryland,2020-21,60,20
210960,John F Kennedy High School,Maryland,2021-22,99,41
210960,John F Kennedy High School,Maryland,2022-23,121,69
210673,Joppatowne High School,Maryland,2013-14,NA,NA
210673,Joppatowne High School,Maryland,2014-15,NA,NA
210673,Joppatowne High School,Maryland,2015-16,NA,NA
210673,Joppatowne High School,Maryland,2016-17,NA,NA
210673,Joppatowne High School,Maryland,2017-18,NA,NA
210673,Joppatowne High School,Maryland,2018-19,NA,NA
210673,Joppatowne High School,Maryland,2019-20,NA,NA
210673,Joppatowne High School,Maryland,2020-21,13,<10
210673,Joppatowne High School,Maryland,2021-22,10,<10
210673,Joppatowne High School,Maryland,2022-23,16,<10
211095,Kent County High School,Maryland,2013-14,15,<10
211095,Kent County High School,Maryland,2014-15,10,<10
211095,Kent County High School,Maryland,2015-16,10,<10
211095,Kent County High School,Maryland,2016-17,20,<10
211095,Kent County High School,Maryland,2017-18,NA,NA
211095,Kent County High School,Maryland,2018-19,14,<10
211095,Kent County High School,Maryland,2019-20,NA,NA
211095,Kent County High School,Maryland,2020-21,18,<10
211095,Kent County High School,Maryland,2021-22,13,<10
211095,Kent County High School,Maryland,2022-23,19,11
210994,Kent Island High School,Maryland,2013-14,20,12
210994,Kent Island High School,Maryland,2014-15,27,15
210994,Kent Island High School,Maryland,2015-16,32,11
210994,Kent Island High School,Maryland,2016-17,46,17
210994,Kent Island High School,Maryland,2017-18,27,14
210994,Kent Island High School,Maryland,2018-19,43,27
210994,Kent Island High School,Maryland,2019-20,36,23
210994,Kent Island High School,Maryland,2020-21,62,29
210994,Kent Island High School,Maryland,2021-22,35,20
210994,Kent Island High School,Maryland,2022-23,61,34
210105,Kenwood High,Maryland,2013-14,10,<10
210105,Kenwood High,Maryland,2014-15,12,<10
210105,Kenwood High,Maryland,2015-16,NA,NA
210105,Kenwood High,Maryland,2016-17,13,<10
210105,Kenwood High,Maryland,2017-18,NA,NA
210105,Kenwood High,Maryland,2018-19,17,<10
210105,Kenwood High,Maryland,2019-20,10,<10
210105,Kenwood High,Maryland,2020-21,15,<10
210105,Kenwood High,Maryland,2021-22,16,<10
210105,Kenwood High,Maryland,2022-23,26,<10
210013,Key School,Maryland,2013-14,22,13
210013,Key School,Maryland,2014-15,15,10
210013,Key School,Maryland,2015-16,16,<10
210013,Key School,Maryland,2016-17,13,<10
210013,Key School,Maryland,2017-18,17,<10
210013,Key School,Maryland,2018-19,20,10
210013,Key School,Maryland,2019-20,20,10
210013,Key School,Maryland,2020-21,20,<10
210013,Key School,Maryland,2021-22,22,11
210013,Key School,Maryland,2022-23,20,<10
210685,La Plata High School,Maryland,2013-14,47,20
210685,La Plata High School,Maryland,2014-15,47,19
210685,La Plata High School,Maryland,2015-16,37,14
210685,La Plata High School,Maryland,2016-17,53,24
210685,La Plata High School,Maryland,2017-18,18,10
210685,La Plata High School,Maryland,2018-19,29,16
210685,La Plata High School,Maryland,2019-20,31,13
210685,La Plata High School,Maryland,2020-21,38,17
210685,La Plata High School,Maryland,2021-22,48,31
210685,La Plata High School,Maryland,2022-23,61,43
210260,Landon School,Maryland,2013-14,18,13
210260,Landon School,Maryland,2014-15,30,16
210260,Landon School,Maryland,2015-16,23,12
210260,Landon School,Maryland,2016-17,22,<10
210260,Landon School,Maryland,2017-18,40,23
210260,Landon School,Maryland,2018-19,39,16
210260,Landon School,Maryland,2019-20,32,11
210260,Landon School,Maryland,2020-21,20,<10
210260,Landon School,Maryland,2021-22,36,20
210260,Landon School,Maryland,2022-23,32,16
210682,Lanham Christian School,Maryland,2013-14,NA,NA
210682,Lanham Christian School,Maryland,2014-15,NA,NA
210682,Lanham Christian School,Maryland,2015-16,NA,NA
210682,Lanham Christian School,Maryland,2016-17,10,<10
210682,Lanham Christian School,Maryland,2017-18,NA,NA
210682,Lanham Christian School,Maryland,2018-19,NA,NA
210682,Lanham Christian School,Maryland,2019-20,NA,NA
210682,Lanham Christian School,Maryland,2020-21,NA,NA
210682,Lanham Christian School,Maryland,2021-22,NA,NA
210682,Lanham Christian School,Maryland,2022-23,NA,NA
210107,Lansdowne High,Maryland,2013-14,NA,NA
210107,Lansdowne High,Maryland,2014-15,NA,NA
210107,Lansdowne High,Maryland,2015-16,NA,NA
210107,Lansdowne High,Maryland,2016-17,14,<10
210107,Lansdowne High,Maryland,2017-18,13,<10
210107,Lansdowne High,Maryland,2018-19,NA,NA
210107,Lansdowne High,Maryland,2019-20,15,<10
210107,Lansdowne High,Maryland,2020-21,NA,NA
210107,Lansdowne High,Maryland,2021-22,28,11
210107,Lansdowne High,Maryland,2022-23,24,16
211051,Largo High School,Maryland,2013-14,11,<10
211051,Largo High School,Maryland,2014-15,16,<10
211051,Largo High School,Maryland,2015-16,26,<10
211051,Largo High School,Maryland,2016-17,14,<10
211051,Largo High School,Maryland,2017-18,23,<10
211051,Largo High School,Maryland,2018-19,10,<10
211051,Largo High School,Maryland,2019-20,17,<10
211051,Largo High School,Maryland,2020-21,11,<10
211051,Largo High School,Maryland,2021-22,35,11
211051,Largo High School,Maryland,2022-23,23,<10
210690,Laurel High School,Maryland,2013-14,44,21
210690,Laurel High School,Maryland,2014-15,40,11
210690,Laurel High School,Maryland,2015-16,54,13
210690,Laurel High School,Maryland,2016-17,72,25
210690,Laurel High School,Maryland,2017-18,64,10
210690,Laurel High School,Maryland,2018-19,55,12
210690,Laurel High School,Maryland,2019-20,43,15
210690,Laurel High School,Maryland,2020-21,64,21
210690,Laurel High School,Maryland,2021-22,91,48
210690,Laurel High School,Maryland,2022-23,106,55
210700,Leonardtown High School,Maryland,2013-14,69,34
210700,Leonardtown High School,Maryland,2014-15,46,19
210700,Leonardtown High School,Maryland,2015-16,67,24
210700,Leonardtown High School,Maryland,2016-17,46,26
210700,Leonardtown High School,Maryland,2017-18,58,21
210700,Leonardtown High School,Maryland,2018-19,68,36
210700,Leonardtown High School,Maryland,2019-20,70,32
210700,Leonardtown High School,Maryland,2020-21,83,43
210700,Leonardtown High School,Maryland,2021-22,89,49
210700,Leonardtown High School,Maryland,2022-23,71,38
210501,Liberty High School,Maryland,2013-14,60,38
210501,Liberty High School,Maryland,2014-15,70,40
210501,Liberty High School,Maryland,2015-16,42,21
210501,Liberty High School,Maryland,2016-17,73,37
210501,Liberty High School,Maryland,2017-18,58,33
210501,Liberty High School,Maryland,2018-19,76,46
210501,Liberty High School,Maryland,2019-20,67,39
210501,Liberty High School,Maryland,2020-21,72,43
210501,Liberty High School,Maryland,2021-22,70,44
210501,Liberty High School,Maryland,2022-23,88,51
210543,Linganore High School,Maryland,2013-14,62,36
210543,Linganore High School,Maryland,2014-15,55,32
210543,Linganore High School,Maryland,2015-16,51,27
210543,Linganore High School,Maryland,2016-17,55,31
210543,Linganore High School,Maryland,2017-18,67,37
210543,Linganore High School,Maryland,2018-19,66,38
210543,Linganore High School,Maryland,2019-20,55,31
210543,Linganore High School,Maryland,2020-21,64,37
210543,Linganore High School,Maryland,2021-22,76,48
210543,Linganore High School,Maryland,2022-23,65,36
210108,Loch Raven High,Maryland,2013-14,42,28
210108,Loch Raven High,Maryland,2014-15,34,20
210108,Loch Raven High,Maryland,2015-16,33,14
210108,Loch Raven High,Maryland,2016-17,35,18
210108,Loch Raven High,Maryland,2017-18,29,11
210108,Loch Raven High,Maryland,2018-19,26,10
210108,Loch Raven High,Maryland,2019-20,31,14
210108,Loch Raven High,Maryland,2020-21,22,13
210108,Loch Raven High,Maryland,2021-22,36,19
210108,Loch Raven High,Maryland,2022-23,35,24
210415,Long Reach High School,Maryland,2013-14,64,31
210415,Long Reach High School,Maryland,2014-15,86,54
210415,Long Reach High School,Maryland,2015-16,70,35
210415,Long Reach High School,Maryland,2016-17,80,35
210415,Long Reach High School,Maryland,2017-18,59,27
210415,Long Reach High School,Maryland,2018-19,86,36
210415,Long Reach High School,Maryland,2019-20,105,55
210415,Long Reach High School,Maryland,2020-21,107,53
210415,Long Reach High School,Maryland,2021-22,98,58
210415,Long Reach High School,Maryland,2022-23,87,44
211030,Loyola Blakefield High School,Maryland,2013-14,77,36
211030,Loyola Blakefield High School,Maryland,2014-15,88,57
211030,Loyola Blakefield High School,Maryland,2015-16,64,30
211030,Loyola Blakefield High School,Maryland,2016-17,62,40
211030,Loyola Blakefield High School,Maryland,2017-18,80,39
211030,Loyola Blakefield High School,Maryland,2018-19,90,52
211030,Loyola Blakefield High School,Maryland,2019-20,87,59
211030,Loyola Blakefield High School,Maryland,2020-21,92,46
211030,Loyola Blakefield High School,Maryland,2021-22,102,64
211030,Loyola Blakefield High School,Maryland,2022-23,104,65
210761,Manchester Valley High School,Maryland,2013-14,NA,NA
210761,Manchester Valley High School,Maryland,2014-15,10,<10
210761,Manchester Valley High School,Maryland,2015-16,13,<10
210761,Manchester Valley High School,Maryland,2016-17,18,11
210761,Manchester Valley High School,Maryland,2017-18,28,15
210761,Manchester Valley High School,Maryland,2018-19,36,21
210761,Manchester Valley High School,Maryland,2019-20,18,<10
210761,Manchester Valley High School,Maryland,2020-21,30,15
210761,Manchester Valley High School,Maryland,2021-22,41,26
210761,Manchester Valley High School,Maryland,2022-23,40,21
210735,Mardela High School,Maryland,2013-14,NA,NA
210735,Mardela High School,Maryland,2014-15,NA,NA
210735,Mardela High School,Maryland,2015-16,NA,NA
210735,Mardela High School,Maryland,2016-17,NA,NA
210735,Mardela High School,Maryland,2017-18,NA,NA
210735,Mardela High School,Maryland,2018-19,12,<10
210735,Mardela High School,Maryland,2019-20,NA,NA
210735,Mardela High School,Maryland,2020-21,NA,NA
210735,Mardela High School,Maryland,2021-22,NA,NA
210735,Mardela High School,Maryland,2022-23,NA,NA
210745,Marriotts Ridge High School,Maryland,2013-14,152,92
210745,Marriotts Ridge High School,Maryland,2014-15,161,93
210745,Marriotts Ridge High School,Maryland,2015-16,139,79
210745,Marriotts Ridge High School,Maryland,2016-17,171,101
210745,Marriotts Ridge High School,Maryland,2017-18,166,102
210745,Marriotts Ridge High School,Maryland,2018-19,189,105
210745,Marriotts Ridge High School,Maryland,2019-20,215,123
210745,Marriotts Ridge High School,Maryland,2020-21,248,127
210745,Marriotts Ridge High School,Maryland,2021-22,266,185
210745,Marriotts Ridge High School,Maryland,2022-23,271,192
219999,Maryland Unknown,Maryland,2013-14,366,165
219999,Maryland Unknown,Maryland,2014-15,402,182
219999,Maryland Unknown,Maryland,2015-16,325,112
219999,Maryland Unknown,Maryland,2016-17,400,154
219999,Maryland Unknown,Maryland,2017-18,485,168
219999,Maryland Unknown,Maryland,2018-19,10,<10
219999,Maryland Unknown,Maryland,2019-20,87,34
219999,Maryland Unknown,Maryland,2020-21,58,33
219999,Maryland Unknown,Maryland,2021-22,21,11
219999,Maryland Unknown,Maryland,2022-23,15,<10
210300,Maryvale Preparatory School,Maryland,2013-14,12,<10
210300,Maryvale Preparatory School,Maryland,2014-15,18,13
210300,Maryvale Preparatory School,Maryland,2015-16,21,<10
210300,Maryvale Preparatory School,Maryland,2016-17,16,<10
210300,Maryvale Preparatory School,Maryland,2017-18,22,13
210300,Maryvale Preparatory School,Maryland,2018-19,26,14
210300,Maryvale Preparatory School,Maryland,2019-20,21,10
210300,Maryvale Preparatory School,Maryland,2020-21,29,14
210300,Maryvale Preparatory School,Maryland,2021-22,32,18
210300,Maryvale Preparatory School,Maryland,2022-23,41,26
210823,Maurice J Mcdonough High Sch,Maryland,2013-14,28,10
210823,Maurice J Mcdonough High Sch,Maryland,2014-15,14,<10
210823,Maurice J Mcdonough High Sch,Maryland,2015-16,20,<10
210823,Maurice J Mcdonough High Sch,Maryland,2016-17,20,<10
210823,Maurice J Mcdonough High Sch,Maryland,2017-18,20,<10
210823,Maurice J Mcdonough High Sch,Maryland,2018-19,26,<10
210823,Maurice J Mcdonough High Sch,Maryland,2019-20,19,<10
210823,Maurice J Mcdonough High Sch,Maryland,2020-21,20,12
210823,Maurice J Mcdonough High Sch,Maryland,2021-22,41,18
210823,Maurice J Mcdonough High Sch,Maryland,2022-23,42,21
210750,McDonogh School,Maryland,2013-14,50,33
210750,McDonogh School,Maryland,2014-15,61,40
210750,McDonogh School,Maryland,2015-16,50,33
210750,McDonogh School,Maryland,2016-17,65,41
210750,McDonogh School,Maryland,2017-18,65,42
210750,McDonogh School,Maryland,2018-19,70,45
210750,McDonogh School,Maryland,2019-20,73,41
210750,McDonogh School,Maryland,2020-21,76,47
210750,McDonogh School,Maryland,2021-22,87,56
210750,McDonogh School,Maryland,2022-23,92,55
210843,McLean School,Maryland,2013-14,NA,NA
210843,McLean School,Maryland,2014-15,NA,NA
210843,McLean School,Maryland,2015-16,NA,NA
210843,McLean School,Maryland,2016-17,NA,NA
210843,McLean School,Maryland,2017-18,NA,NA
210843,McLean School,Maryland,2018-19,NA,NA
210843,McLean School,Maryland,2019-20,NA,NA
210843,McLean School,Maryland,2020-21,NA,NA
210843,McLean School,Maryland,2021-22,NA,NA
210843,McLean School,Maryland,2022-23,15,<10
210531,Meade Senior High School,Maryland,2013-14,64,37
210531,Meade Senior High School,Maryland,2014-15,68,29
210531,Meade Senior High School,Maryland,2015-16,60,15
210531,Meade Senior High School,Maryland,2016-17,56,16
210531,Meade Senior High School,Maryland,2017-18,62,17
210531,Meade Senior High School,Maryland,2018-19,41,13
210531,Meade Senior High School,Maryland,2019-20,69,30
210531,Meade Senior High School,Maryland,2020-21,58,21
210531,Meade Senior High School,Maryland,2021-22,83,25
210531,Meade Senior High School,Maryland,2022-23,82,27
210956,Melvin J Berman Hebrew Academy,Maryland,2013-14,55,36
210956,Melvin J Berman Hebrew Academy,Maryland,2014-15,43,27
210956,Melvin J Berman Hebrew Academy,Maryland,2015-16,43,23
210956,Melvin J Berman Hebrew Academy,Maryland,2016-17,60,44
210956,Melvin J Berman Hebrew Academy,Maryland,2017-18,57,39
210956,Melvin J Berman Hebrew Academy,Maryland,2018-19,49,32
210956,Melvin J Berman Hebrew Academy,Maryland,2019-20,63,38
210956,Melvin J Berman Hebrew Academy,Maryland,2020-21,46,29
210956,Melvin J Berman Hebrew Academy,Maryland,2021-22,58,36
210956,Melvin J Berman Hebrew Academy,Maryland,2022-23,63,47
210112,Mercy High School,Maryland,2013-14,19,<10
210112,Mercy High School,Maryland,2014-15,13,<10
210112,Mercy High School,Maryland,2015-16,17,10
210112,Mercy High School,Maryland,2016-17,18,<10
210112,Mercy High School,Maryland,2017-18,20,<10
210112,Mercy High School,Maryland,2018-19,21,12
210112,Mercy High School,Maryland,2019-20,13,<10
210112,Mercy High School,Maryland,2020-21,24,17
210112,Mercy High School,Maryland,2021-22,48,31
210112,Mercy High School,Maryland,2022-23,64,38
210115,Mergenthaler Voc-Tech Hs,Maryland,2013-14,NA,NA
210115,Mergenthaler Voc-Tech Hs,Maryland,2014-15,11,<10
210115,Mergenthaler Voc-Tech Hs,Maryland,2015-16,11,<10
210115,Mergenthaler Voc-Tech Hs,Maryland,2016-17,NA,NA
210115,Mergenthaler Voc-Tech Hs,Maryland,2017-18,11,<10
210115,Mergenthaler Voc-Tech Hs,Maryland,2018-19,NA,NA
210115,Mergenthaler Voc-Tech Hs,Maryland,2019-20,10,<10
210115,Mergenthaler Voc-Tech Hs,Maryland,2020-21,NA,NA
210115,Mergenthaler Voc-Tech Hs,Maryland,2021-22,17,<10
210115,Mergenthaler Voc-Tech Hs,Maryland,2022-23,15,<10
210755,Middletown High School,Maryland,2013-14,57,37
210755,Middletown High School,Maryland,2014-15,44,28
210755,Middletown High School,Maryland,2015-16,47,21
210755,Middletown High School,Maryland,2016-17,58,38
210755,Middletown High School,Maryland,2017-18,40,21
210755,Middletown High School,Maryland,2018-19,77,53
210755,Middletown High School,Maryland,2019-20,67,44
210755,Middletown High School,Maryland,2020-21,67,40
210755,Middletown High School,Maryland,2021-22,68,47
210755,Middletown High School,Maryland,2022-23,80,53
210125,Milford Mill Academy,Maryland,2013-14,NA,NA
210125,Milford Mill Academy,Maryland,2014-15,19,<10
210125,Milford Mill Academy,Maryland,2015-16,26,<10
210125,Milford Mill Academy,Maryland,2016-17,33,20
210125,Milford Mill Academy,Maryland,2017-18,23,<10
210125,Milford Mill Academy,Maryland,2018-19,19,<10
210125,Milford Mill Academy,Maryland,2019-20,17,<10
210125,Milford Mill Academy,Maryland,2020-21,12,<10
210125,Milford Mill Academy,Maryland,2021-22,21,<10
210125,Milford Mill Academy,Maryland,2022-23,30,<10
210965,Montgomery Blair High School,Maryland,2013-14,259,180
210965,Montgomery Blair High School,Maryland,2014-15,265,172
210965,Montgomery Blair High School,Maryland,2015-16,264,173
210965,Montgomery Blair High School,Maryland,2016-17,289,198
210965,Montgomery Blair High School,Maryland,2017-18,300,170
210965,Montgomery Blair High School,Maryland,2018-19,300,198
210965,Montgomery Blair High School,Maryland,2019-20,307,183
210965,Montgomery Blair High School,Maryland,2020-21,345,224
210965,Montgomery Blair High School,Maryland,2021-22,433,277
210965,Montgomery Blair High School,Maryland,2022-23,385,235
210335,Mount De Sales Academy,Maryland,2013-14,38,23
210335,Mount De Sales Academy,Maryland,2014-15,27,18
210335,Mount De Sales Academy,Maryland,2015-16,26,13
210335,Mount De Sales Academy,Maryland,2016-17,37,26
210335,Mount De Sales Academy,Maryland,2017-18,33,19
210335,Mount De Sales Academy,Maryland,2018-19,46,26
210335,Mount De Sales Academy,Maryland,2019-20,47,21
210335,Mount De Sales Academy,Maryland,2020-21,44,24
210335,Mount De Sales Academy,Maryland,2021-22,43,27
210335,Mount De Sales Academy,Maryland,2022-23,52,31
210512,Mount Hebron High School,Maryland,2013-14,157,93
210512,Mount Hebron High School,Maryland,2014-15,135,75
210512,Mount Hebron High School,Maryland,2015-16,160,83
210512,Mount Hebron High School,Maryland,2016-17,181,90
210512,Mount Hebron High School,Maryland,2017-18,194,81
210512,Mount Hebron High School,Maryland,2018-19,201,99
210512,Mount Hebron High School,Maryland,2019-20,219,117
210512,Mount Hebron High School,Maryland,2020-21,207,105
210512,Mount Hebron High School,Maryland,2021-22,230,122
210512,Mount Hebron High School,Maryland,2022-23,292,179
210140,Mount Saint Joseph High School,Maryland,2013-14,73,44
210140,Mount Saint Joseph High School,Maryland,2014-15,82,49
210140,Mount Saint Joseph High School,Maryland,2015-16,57,25
210140,Mount Saint Joseph High School,Maryland,2016-17,76,39
210140,Mount Saint Joseph High School,Maryland,2017-18,64,29
210140,Mount Saint Joseph High School,Maryland,2018-19,80,41
210140,Mount Saint Joseph High School,Maryland,2019-20,74,41
210140,Mount Saint Joseph High School,Maryland,2020-21,76,42
210140,Mount Saint Joseph High School,Maryland,2021-22,105,63
210140,Mount Saint Joseph High School,Maryland,2022-23,79,47
210541,Mountain Ridge High School,Maryland,2013-14,13,<10
210541,Mountain Ridge High School,Maryland,2014-15,NA,NA
210541,Mountain Ridge High School,Maryland,2015-16,NA,NA
210541,Mountain Ridge High School,Maryland,2016-17,13,<10
210541,Mountain Ridge High School,Maryland,2017-18,NA,NA
210541,Mountain Ridge High School,Maryland,2018-19,NA,NA
210541,Mountain Ridge High School,Maryland,2019-20,NA,NA
210541,Mountain Ridge High School,Maryland,2020-21,14,<10
210541,Mountain Ridge High School,Maryland,2021-22,NA,NA
210541,Mountain Ridge High School,Maryland,2022-23,13,<10
210795,New Town High School,Maryland,2013-14,13,<10
210795,New Town High School,Maryland,2014-15,12,<10
210795,New Town High School,Maryland,2015-16,22,10
210795,New Town High School,Maryland,2016-17,14,<10
210795,New Town High School,Maryland,2017-18,32,13
210795,New Town High School,Maryland,2018-19,18,<10
210795,New Town High School,Maryland,2019-20,21,<10
210795,New Town High School,Maryland,2020-21,16,11
210795,New Town High School,Maryland,2021-22,44,16
210795,New Town High School,Maryland,2022-23,48,18
210477,North Caroline High School,Maryland,2013-14,21,11
210477,North Caroline High School,Maryland,2014-15,14,<10
210477,North Caroline High School,Maryland,2015-16,NA,NA
210477,North Caroline High School,Maryland,2016-17,22,11
210477,North Caroline High School,Maryland,2017-18,18,<10
210477,North Caroline High School,Maryland,2018-19,23,11
210477,North Caroline High School,Maryland,2019-20,13,<10
210477,North Caroline High School,Maryland,2020-21,21,11
210477,North Caroline High School,Maryland,2021-22,18,<10
210477,North Caroline High School,Maryland,2022-23,27,15
210599,North Carroll High School,Maryland,2013-14,22,12
210599,North Carroll High School,Maryland,2014-15,10,<10
210599,North Carroll High School,Maryland,2015-16,16,<10
210599,North Carroll High School,Maryland,2016-17,21,10
210599,North Carroll High School,Maryland,2017-18,NA,NA
