id,school,state,year,applied,admitted
210161,Chesapeake Math & It South,Maryland,2014-15,NA,NA
210161,Chesapeake Math & It South,Maryland,2015-16,NA,NA
210161,Chesapeake Math & It South,Maryland,2016-17,NA,NA
210161,Chesapeake Math & It South,Maryland,2017-18,NA,NA
210161,Chesapeake Math & It South,Maryland,2018-19,NA,NA
210161,Chesapeake Math & It South,Maryland,2019-20,NA,NA
210161,Chesapeake Math & It South,Maryland,2020-21,16,<10
210161,Chesapeake Math & It South,Maryland,2021-22,46,21
210161,Chesapeake Math & It South,Maryland,2022-23,23,10
210808,Chesapeake Senior High School,Maryland,2013-14,62,31
210808,Chesapeake Senior High School,Maryland,2014-15,47,20
210808,Chesapeake Senior High School,Maryland,2015-16,35,11
210808,Chesapeake Senior High School,Maryland,2016-17,35,18
210808,Chesapeake Senior High School,Maryland,2017-18,43,20
210808,Chesapeake Senior High School,Maryland,2018-19,46,18
210808,Chesapeake Senior High School,Maryland,2019-20,35,14
210808,Chesapeake Senior High School,Maryland,2020-21,22,11
210808,Chesapeake Senior High School,Maryland,2021-22,52,33
210808,Chesapeake Senior High School,Maryland,2022-23,48,21
210757,Chopticon High School,Maryland,2013-14,10,<10
210757,Chopticon High School,Maryland,2014-15,NA,NA
210757,Chopticon High School,Maryland,2015-16,15,<10
210757,Chopticon High School,Maryland,2016-17,12,<10
210757,Chopticon High School,Maryland,2017-18,18,<10
210757,Chopticon High School,Maryland,2018-19,12,<10
210757,Chopticon High School,Maryland,2019-20,39,22
210757,Chopticon High School,Maryland,2020-21,NA,NA
210757,Chopticon High School,Maryland,2021-22,30,13
210757,Chopticon High School,Maryland,2022-23,37,19
210381,Clarksburg High School,Maryland,2013-14,148,76
210381,Clarksburg High School,Maryland,2014-15,120,63
210381,Clarksburg High School,Maryland,2015-16,126,46
210381,Clarksburg High School,Maryland,2016-17,166,82
210381,Clarksburg High School,Maryland,2017-18,160,64
210381,Clarksburg High School,Maryland,2018-19,211,104
210381,Clarksburg High School,Maryland,2019-20,193,103
210381,Clarksburg High School,Maryland,2020-21,205,120
210381,Clarksburg High School,Maryland,2021-22,285,199
210381,Clarksburg High School,Maryland,2022-23,341,214
210640,College Park Academy,Maryland,2013-14,NA,NA
210640,College Park Academy,Maryland,2014-15,NA,NA
210640,College Park Academy,Maryland,2015-16,NA,NA
210640,College Park Academy,Maryland,2016-17,NA,NA
210640,College Park Academy,Maryland,2017-18,NA,NA
210640,College Park Academy,Maryland,2018-19,NA,NA
210640,College Park Academy,Maryland,2019-20,21,<10
210640,College Park Academy,Maryland,2020-21,29,22
210640,College Park Academy,Maryland,2021-22,36,18
210640,College Park Academy,Maryland,2022-23,30,13
210525,Colonel Richardson High School,Maryland,2013-14,NA,NA
210525,Colonel Richardson High School,Maryland,2014-15,NA,NA
210525,Colonel Richardson High School,Maryland,2015-16,NA,NA
210525,Colonel Richardson High School,Maryland,2016-17,12,<10
210525,Colonel Richardson High School,Maryland,2017-18,NA,NA
210525,Colonel Richardson High School,Maryland,2018-19,20,<10
210525,Colonel Richardson High School,Maryland,2019-20,15,<10
210525,Colonel Richardson High School,Maryland,2020-21,NA,NA
210525,Colonel Richardson High School,Maryland,2021-22,17,<10
210525,Colonel Richardson High School,Maryland,2022-23,23,12
210904,Colonel Zadok Magruder Hs,Maryland,2013-14,97,50
210904,Colonel Zadok Magruder Hs,Maryland,2014-15,117,63
210904,Colonel Zadok Magruder Hs,Maryland,2015-16,99,42
210904,Colonel Zadok Magruder Hs,Maryland,2016-17,97,51
210904,Colonel Zadok Magruder Hs,Maryland,2017-18,107,47
210904,Colonel Zadok Magruder Hs,Maryland,2018-19,104,58
210904,Colonel Zadok Magruder Hs,Maryland,2019-20,99,46
210904,Colonel Zadok Magruder Hs,Maryland,2020-21,95,51
210904,Colonel Zadok Magruder Hs,Maryland,2021-22,151,113
210904,Colonel Zadok Magruder Hs,Maryland,2022-23,111,60
210838,Connelly Sch Of The Holy Child,Maryland,2013-14,14,<10
210838,Connelly Sch Of The Holy Child,Maryland,2014-15,11,<10
210838,Connelly Sch Of The Holy Child,Maryland,2015-16,NA,NA
210838,Connelly Sch Of The Holy Child,Maryland,2016-17,15,11
210838,Connelly Sch Of The Holy Child,Maryland,2017-18,12,<10
210838,Connelly Sch Of The Holy Child,Maryland,2018-19,18,<10
210838,Connelly Sch Of The Holy Child,Maryland,2019-20,13,<10
210838,Connelly Sch Of The Holy Child,Maryland,2020-21,16,<10
210838,Connelly Sch Of The Holy Child,Maryland,2021-22,19,13
210838,Connelly Sch Of The Holy Child,Maryland,2022-23,14,<10
210307,Cristo Rey Jesuit High School,Maryland,2013-14,NA,NA
210307,Cristo Rey Jesuit High School,Maryland,2014-15,NA,NA
210307,Cristo Rey Jesuit High School,Maryland,2015-16,NA,NA
210307,Cristo Rey Jesuit High School,Maryland,2016-17,NA,NA
210307,Cristo Rey Jesuit High School,Maryland,2017-18,20,<10
210307,Cristo Rey Jesuit High School,Maryland,2018-19,NA,NA
210307,Cristo Rey Jesuit High School,Maryland,2019-20,10,<10
210307,Cristo Rey Jesuit High School,Maryland,2020-21,NA,NA
210307,Cristo Rey Jesuit High School,Maryland,2021-22,17,<10
210307,Cristo Rey Jesuit High School,Maryland,2022-23,22,<10
210325,Crossland High School,Maryland,2013-14,NA,NA
210325,Crossland High School,Maryland,2014-15,NA,NA
210325,Crossland High School,Maryland,2015-16,NA,NA
210325,Crossland High School,Maryland,2016-17,NA,NA
210325,Crossland High School,Maryland,2017-18,NA,NA
210325,Crossland High School,Maryland,2018-19,NA,NA
210325,Crossland High School,Maryland,2019-20,11,<10
210325,Crossland High School,Maryland,2020-21,NA,NA
210325,Crossland High School,Maryland,2021-22,NA,NA
210325,Crossland High School,Maryland,2022-23,15,<10
210460,Damascus High School,Maryland,2013-14,83,47
210460,Damascus High School,Maryland,2014-15,84,45
210460,Damascus High School,Maryland,2015-16,67,27
210460,Damascus High School,Maryland,2016-17,96,51
210460,Damascus High School,Maryland,2017-18,67,25
210460,Damascus High School,Maryland,2018-19,92,51
210460,Damascus High School,Maryland,2019-20,95,41
210460,Damascus High School,Maryland,2020-21,77,39
210460,Damascus High School,Maryland,2021-22,121,85
210460,Damascus High School,Maryland,2022-23,132,78
210660,Dematha Catholic High School,Maryland,2013-14,63,33
210660,Dematha Catholic High School,Maryland,2014-15,65,25
210660,Dematha Catholic High School,Maryland,2015-16,72,28
210660,Dematha Catholic High School,Maryland,2016-17,64,30
210660,Dematha Catholic High School,Maryland,2017-18,69,29
210660,Dematha Catholic High School,Maryland,2018-19,75,30
210660,Dematha Catholic High School,Maryland,2019-20,77,32
210660,Dematha Catholic High School,Maryland,2020-21,65,33
210660,Dematha Catholic High School,Maryland,2021-22,94,41
210660,Dematha Catholic High School,Maryland,2022-23,90,34
210067,Digital Harbor Hs #416,Maryland,2013-14,10,<10
210067,Digital Harbor Hs #416,Maryland,2014-15,NA,NA
210067,Digital Harbor Hs #416,Maryland,2015-16,11,<10
210067,Digital Harbor Hs #416,Maryland,2016-17,NA,NA
210067,Digital Harbor Hs #416,Maryland,2017-18,12,<10
210067,Digital Harbor Hs #416,Maryland,2018-19,12,<10
210067,Digital Harbor Hs #416,Maryland,2019-20,NA,NA
210067,Digital Harbor Hs #416,Maryland,2020-21,NA,NA
210067,Digital Harbor Hs #416,Maryland,2021-22,NA,NA
210067,Digital Harbor Hs #416,Maryland,2022-23,11,<10
210997,Don Bosco Cristo Rey High Schl,Maryland,2013-14,NA,NA
210997,Don Bosco Cristo Rey High Schl,Maryland,2014-15,10,<10
210997,Don Bosco Cristo Rey High Schl,Maryland,2015-16,14,<10
210997,Don Bosco Cristo Rey High Schl,Maryland,2016-17,26,<10
210997,Don Bosco Cristo Rey High Schl,Maryland,2017-18,32,13
210997,Don Bosco Cristo Rey High Schl,Maryland,2018-19,39,21
210997,Don Bosco Cristo Rey High Schl,Maryland,2019-20,34,13
210997,Don Bosco Cristo Rey High Schl,Maryland,2020-21,31,11
210997,Don Bosco Cristo Rey High Schl,Maryland,2021-22,53,20
210997,Don Bosco Cristo Rey High Schl,Maryland,2022-23,73,26
211041,Dr Henry A Wise Jr Hs,Maryland,2013-14,39,13
211041,Dr Henry A Wise Jr Hs,Maryland,2014-15,26,12
211041,Dr Henry A Wise Jr Hs,Maryland,2015-16,39,10
211041,Dr Henry A Wise Jr Hs,Maryland,2016-17,36,<10
211041,Dr Henry A Wise Jr Hs,Maryland,2017-18,26,<10
211041,Dr Henry A Wise Jr Hs,Maryland,2018-19,19,<10
211041,Dr Henry A Wise Jr Hs,Maryland,2019-20,21,<10
211041,Dr Henry A Wise Jr Hs,Maryland,2020-21,32,<10
211041,Dr Henry A Wise Jr Hs,Maryland,2021-22,47,13
211041,Dr Henry A Wise Jr Hs,Maryland,2022-23,53,<10
210730,Dulaney High,Maryland,2013-14,130,78
210730,Dulaney High,Maryland,2014-15,151,94
210730,Dulaney High,Maryland,2015-16,127,75
210730,Dulaney High,Maryland,2016-17,201,124
210730,Dulaney High,Maryland,2017-18,185,96
210730,Dulaney High,Maryland,2018-19,161,95
210730,Dulaney High,Maryland,2019-20,176,95
210730,Dulaney High,Maryland,2020-21,162,89
210730,Dulaney High,Maryland,2021-22,186,107
210730,Dulaney High,Maryland,2022-23,170,103
210480,Dundalk High,Maryland,2013-14,NA,NA
210480,Dundalk High,Maryland,2014-15,NA,NA
210480,Dundalk High,Maryland,2015-16,NA,NA
210480,Dundalk High,Maryland,2016-17,12,<10
210480,Dundalk High,Maryland,2017-18,15,<10
210480,Dundalk High,Maryland,2018-19,NA,NA
210480,Dundalk High,Maryland,2019-20,NA,NA
210480,Dundalk High,Maryland,2020-21,13,<10
210480,Dundalk High,Maryland,2021-22,15,<10
210480,Dundalk High,Maryland,2022-23,13,<10
210679,Duval Senior High School,Maryland,2013-14,27,<10
210679,Duval Senior High School,Maryland,2014-15,25,<10
210679,Duval Senior High School,Maryland,2015-16,26,<10
210679,Duval Senior High School,Maryland,2016-17,29,<10
210679,Duval Senior High School,Maryland,2017-18,35,<10
210679,Duval Senior High School,Maryland,2018-19,53,<10
210679,Duval Senior High School,Maryland,2019-20,47,11
210679,Duval Senior High School,Maryland,2020-21,77,28
210679,Duval Senior High School,Maryland,2021-22,124,54
210679,Duval Senior High School,Maryland,2022-23,89,35
210079,Eastern Technical High School,Maryland,2013-14,86,42
210079,Eastern Technical High School,Maryland,2014-15,49,26
210079,Eastern Technical High School,Maryland,2015-16,62,26
210079,Eastern Technical High School,Maryland,2016-17,92,38
210079,Eastern Technical High School,Maryland,2017-18,107,56
210079,Eastern Technical High School,Maryland,2018-19,130,59
210079,Eastern Technical High School,Maryland,2019-20,122,72
210079,Eastern Technical High School,Maryland,2020-21,127,71
210079,Eastern Technical High School,Maryland,2021-22,141,93
210079,Eastern Technical High School,Maryland,2022-23,144,86
210490,Easton High School,Maryland,2013-14,32,13
210490,Easton High School,Maryland,2014-15,22,11
210490,Easton High School,Maryland,2015-16,18,<10
210490,Easton High School,Maryland,2016-17,34,15
210490,Easton High School,Maryland,2017-18,35,19
210490,Easton High School,Maryland,2018-19,30,12
210490,Easton High School,Maryland,2019-20,28,16
210490,Easton High School,Maryland,2020-21,39,12
210490,Easton High School,Maryland,2021-22,46,18
210490,Easton High School,Maryland,2022-23,68,49
210497,Edgewood High School,Maryland,2013-14,13,<10
210497,Edgewood High School,Maryland,2014-15,21,10
210497,Edgewood High School,Maryland,2015-16,25,<10
210497,Edgewood High School,Maryland,2016-17,29,13
210497,Edgewood High School,Maryland,2017-18,32,11
210497,Edgewood High School,Maryland,2018-19,25,11
210497,Edgewood High School,Maryland,2019-20,20,10
210497,Edgewood High School,Maryland,2020-21,32,15
210497,Edgewood High School,Maryland,2021-22,41,16
210497,Edgewood High School,Maryland,2022-23,50,31
210597,Eleanor Roosevelt High School,Maryland,2013-14,276,173
210597,Eleanor Roosevelt High School,Maryland,2014-15,235,149
210597,Eleanor Roosevelt High School,Maryland,2015-16,242,137
210597,Eleanor Roosevelt High School,Maryland,2016-17,261,153
210597,Eleanor Roosevelt High School,Maryland,2017-18,259,128
210597,Eleanor Roosevelt High School,Maryland,2018-19,281,151
210597,Eleanor Roosevelt High School,Maryland,2019-20,291,162
210597,Eleanor Roosevelt High School,Maryland,2020-21,264,165
210597,Eleanor Roosevelt High School,Maryland,2021-22,298,226
210597,Eleanor Roosevelt High School,Maryland,2022-23,314,188
210273,Elizabeth Seton High School,Maryland,2013-14,41,21
210273,Elizabeth Seton High School,Maryland,2014-15,53,24
210273,Elizabeth Seton High School,Maryland,2015-16,39,11
210273,Elizabeth Seton High School,Maryland,2016-17,63,25
210273,Elizabeth Seton High School,Maryland,2017-18,72,29
210273,Elizabeth Seton High School,Maryland,2018-19,55,25
210273,Elizabeth Seton High School,Maryland,2019-20,56,17
210273,Elizabeth Seton High School,Maryland,2020-21,58,27
210273,Elizabeth Seton High School,Maryland,2021-22,69,44
210273,Elizabeth Seton High School,Maryland,2022-23,84,50
210499,Elkton High School,Maryland,2013-14,16,<10
210499,Elkton High School,Maryland,2014-15,15,<10
210499,Elkton High School,Maryland,2015-16,22,<10
210499,Elkton High School,Maryland,2016-17,22,12
210499,Elkton High School,Maryland,2017-18,11,<10
210499,Elkton High School,Maryland,2018-19,27,11
210499,Elkton High School,Maryland,2019-20,16,<10
210499,Elkton High School,Maryland,2020-21,10,<10
210499,Elkton High School,Maryland,2021-22,26,20
210499,Elkton High School,Maryland,2022-23,27,16
210522,Fairmont Heights High School,Maryland,2013-14,12,<10
210522,Fairmont Heights High School,Maryland,2014-15,NA,NA
210522,Fairmont Heights High School,Maryland,2015-16,20,<10
210522,Fairmont Heights High School,Maryland,2016-17,40,12
210522,Fairmont Heights High School,Maryland,2017-18,36,15
210522,Fairmont Heights High School,Maryland,2018-19,28,<10
210522,Fairmont Heights High School,Maryland,2019-20,21,11
210522,Fairmont Heights High School,Maryland,2020-21,NA,NA
210522,Fairmont Heights High School,Maryland,2021-22,27,11
210522,Fairmont Heights High School,Maryland,2022-23,25,<10
210523,Fallston High School,Maryland,2013-14,36,15
210523,Fallston High School,Maryland,2014-15,42,23
210523,Fallston High School,Maryland,2015-16,43,30
210523,Fallston High School,Maryland,2016-17,56,30
210523,Fallston High School,Maryland,2017-18,58,29
210523,Fallston High School,Maryland,2018-19,81,41
210523,Fallston High School,Maryland,2019-20,50,31
210523,Fallston High School,Maryland,2020-21,59,41
210523,Fallston High School,Maryland,2021-22,63,45
210523,Fallston High School,Maryland,2022-23,57,30
210529,Forestville High School,Maryland,2013-14,NA,NA
210529,Forestville High School,Maryland,2014-15,NA,NA
210529,Forestville High School,Maryland,2015-16,NA,NA
210529,Forestville High School,Maryland,2016-17,15,<10
210529,Forestville High School,Maryland,2017-18,NA,NA
210529,Forestville High School,Maryland,2018-19,NA,NA
210529,Forestville High School,Maryland,2019-20,NA,NA
210529,Forestville High School,Maryland,2020-21,NA,NA
210529,Forestville High School,Maryland,2021-22,NA,NA
210529,Forestville High School,Maryland,2022-23,NA,NA
211042,Francis Scott Key High School,Maryland,2013-14,15,<10
211042,Francis Scott Key High School,Maryland,2014-15,13,<10
211042,Francis Scott Key High School,Maryland,2015-16,14,<10
211042,Francis Scott Key High School,Maryland,2016-17,26,11
211042,Francis Scott Key High School,Maryland,2017-18,15,<10
211042,Francis Scott Key High School,Maryland,2018-19,14,<10
211042,Francis Scott Key High School,Maryland,2019-20,19,<10
211042,Francis Scott Key High School,Maryland,2020-21,12,<10
211042,Francis Scott Key High School,Maryland,2021-22,17,11
211042,Francis Scott Key High School,Maryland,2022-23,19,<10
210870,Franklin High School,Maryland,2013-14,61,37
210870,Franklin High School,Maryland,2014-15,67,36
210870,Franklin High School,Maryland,2015-16,79,18
210870,Franklin High School,Maryland,2016-17,83,41
210870,Franklin High School,Maryland,2017-18,81,33
210870,Franklin High School,Maryland,2018-19,81,32
210870,Franklin High School,Maryland,2019-20,64,32
210870,Franklin High School,Maryland,2020-21,87,42
210870,Franklin High School,Maryland,2021-22,68,37
210870,Franklin High School,Maryland,2022-23,79,41
211045,Frederick Douglass High School,Maryland,2013-14,NA,NA
211045,Frederick Douglass High School,Maryland,2014-15,15,<10
211045,Frederick Douglass High School,Maryland,2015-16,17,<10
211045,Frederick Douglass High School,Maryland,2016-17,33,12
211045,Frederick Douglass High School,Maryland,2017-18,18,<10
211045,Frederick Douglass High School,Maryland,2018-19,24,<10
211045,Frederick Douglass High School,Maryland,2019-20,18,<10
211045,Frederick Douglass High School,Maryland,2020-21,NA,NA
211045,Frederick Douglass High School,Maryland,2021-22,32,11
211045,Frederick Douglass High School,Maryland,2022-23,49,23
210533,Frederick High School,Maryland,2013-14,46,24
210533,Frederick High School,Maryland,2014-15,42,25
210533,Frederick High School,Maryland,2015-16,51,19
210533,Frederick High School,Maryland,2016-17,48,26
210533,Frederick High School,Maryland,2017-18,44,22
210533,Frederick High School,Maryland,2018-19,55,33
210533,Frederick High School,Maryland,2019-20,51,24
210533,Frederick High School,Maryland,2020-21,61,38
210533,Frederick High School,Maryland,2021-22,64,44
210533,Frederick High School,Maryland,2022-23,86,51
210264,French International School,Maryland,2013-14,15,<10
210264,French International School,Maryland,2014-15,28,17
210264,French International School,Maryland,2015-16,16,11
210264,French International School,Maryland,2016-17,10,<10
210264,French International School,Maryland,2017-18,18,12
210264,French International School,Maryland,2018-19,16,<10
210264,French International School,Maryland,2019-20,15,11
210264,French International School,Maryland,2020-21,19,13
210264,French International School,Maryland,2021-22,20,16
210264,French International School,Maryland,2022-23,24,22
210801,Friendly High School,Maryland,2013-14,12,<10
210801,Friendly High School,Maryland,2014-15,12,<10
210801,Friendly High School,Maryland,2015-16,11,<10
210801,Friendly High School,Maryland,2016-17,13,<10
210801,Friendly High School,Maryland,2017-18,18,<10
210801,Friendly High School,Maryland,2018-19,NA,NA
210801,Friendly High School,Maryland,2019-20,NA,NA
210801,Friendly High School,Maryland,2020-21,13,<10
210801,Friendly High School,Maryland,2021-22,NA,NA
210801,Friendly High School,Maryland,2022-23,17,<10
210090,Friends School Of Baltimore,Maryland,2013-14,37,24
210090,Friends School Of Baltimore,Maryland,2014-15,41,25
210090,Friends School Of Baltimore,Maryland,2015-16,30,18
210090,Friends School Of Baltimore,Maryland,2016-17,40,18
210090,Friends School Of Baltimore,Maryland,2017-18,39,21
210090,Friends School Of Baltimore,Maryland,2018-19,35,15
210090,Friends School Of Baltimore,Maryland,2019-20,34,17
210090,Friends School Of Baltimore,Maryland,2020-21,22,13
210090,Friends School Of Baltimore,Maryland,2021-22,36,19
210090,Friends School Of Baltimore,Maryland,2022-23,45,24
211009,From The Heart Christian Sch,Maryland,2013-14,NA,NA
211009,From The Heart Christian Sch,Maryland,2014-15,NA,NA
211009,From The Heart Christian Sch,Maryland,2015-16,NA,NA
211009,From The Heart Christian Sch,Maryland,2016-17,NA,NA
211009,From The Heart Christian Sch,Maryland,2017-18,NA,NA
211009,From The Heart Christian Sch,Maryland,2018-19,NA,NA
211009,From The Heart Christian Sch,Maryland,2019-20,NA,NA
211009,From The Heart Christian Sch,Maryland,2020-21,NA,NA
211009,From The Heart Christian Sch,Maryland,2021-22,10,<10
211009,From The Heart Christian Sch,Maryland,2022-23,NA,NA
210560,Gaithersburg High School,Maryland,2013-14,68,34
210560,Gaithersburg High School,Maryland,2014-15,73,28
210560,Gaithersburg High School,Maryland,2015-16,67,31
210560,Gaithersburg High School,Maryland,2016-17,72,32
210560,Gaithersburg High School,Maryland,2017-18,84,38
210560,Gaithersburg High School,Maryland,2018-19,106,41
210560,Gaithersburg High School,Maryland,2019-20,85,33
210560,Gaithersburg High School,Maryland,2020-21,77,42
210560,Gaithersburg High School,Maryland,2021-22,120,74
210560,Gaithersburg High School,Maryland,2022-23,102,53
210580,Garrison Forest School,Maryland,2013-14,26,17
210580,Garrison Forest School,Maryland,2014-15,32,20
210580,Garrison Forest School,Maryland,2015-16,16,<10
210580,Garrison Forest School,Maryland,2016-17,22,14
210580,Garrison Forest School,Maryland,2017-18,24,12
210580,Garrison Forest School,Maryland,2018-19,30,13
210580,Garrison Forest School,Maryland,2019-20,17,10
210580,Garrison Forest School,Maryland,2020-21,17,10
210580,Garrison Forest School,Maryland,2021-22,14,<10
210580,Garrison Forest School,Maryland,2022-23,10,<10
210575,Georgetown Preparatory School,Maryland,2013-14,47,31
210575,Georgetown Preparatory School,Maryland,2014-15,46,30
210575,Georgetown Preparatory School,Maryland,2015-16,43,26
210575,Georgetown Preparatory School,Maryland,2016-17,55,34
210575,Georgetown Preparatory School,Maryland,2017-18,51,32
210575,Georgetown Preparatory School,Maryland,2018-19,56,31
210575,Georgetown Preparatory School,Maryland,2019-20,54,29
210575,Georgetown Preparatory School,Maryland,2020-21,46,19
210575,Georgetown Preparatory School,Maryland,2021-22,40,12
210575,Georgetown Preparatory School,Maryland,2022-23,40,21
210526,Gerstell Academy,Maryland,2013-14,NA,NA
210526,Gerstell Academy,Maryland,2014-15,NA,NA
210526,Gerstell Academy,Maryland,2015-16,NA,NA
210526,Gerstell Academy,Maryland,2016-17,NA,NA
210526,Gerstell Academy,Maryland,2017-18,NA,NA
210526,Gerstell Academy,Maryland,2018-19,NA,NA
210526,Gerstell Academy,Maryland,2019-20,NA,NA
210526,Gerstell Academy,Maryland,2020-21,20,<10
210526,Gerstell Academy,Maryland,2021-22,15,<10
210526,Gerstell Academy,Maryland,2022-23,27,16
210095,Gilman School,Maryland,2013-14,47,33
210095,Gilman School,Maryland,2014-15,50,31
210095,Gilman School,Maryland,2015-16,47,23
210095,Gilman School,Maryland,2016-17,46,29
210095,Gilman School,Maryland,2017-18,47,28
210095,Gilman School,Maryland,2018-19,54,26
210095,Gilman School,Maryland,2019-20,55,40
210095,Gilman School,Maryland,2020-21,51,29
210095,Gilman School,Maryland,2021-22,65,35
210095,Gilman School,Maryland,2022-23,71,49
210585,Glen Burnie High School,Maryland,2013-14,27,13
210585,Glen Burnie High School,Maryland,2014-15,21,<10
210585,Glen Burnie High School,Maryland,2015-16,25,<10
210585,Glen Burnie High School,Maryland,2016-17,39,15
210585,Glen Burnie High School,Maryland,2017-18,30,<10
210585,Glen Burnie High School,Maryland,2018-19,31,10
210585,Glen Burnie High School,Maryland,2019-20,25,<10
210585,Glen Burnie High School,Maryland,2020-21,22,10
210585,Glen Burnie High School,Maryland,2021-22,58,26
210585,Glen Burnie High School,Maryland,2022-23,66,27
210592,Glenelg Country School,Maryland,2013-14,38,24
210592,Glenelg Country School,Maryland,2014-15,33,18
210592,Glenelg Country School,Maryland,2015-16,35,20
210592,Glenelg Country School,Maryland,2016-17,30,17
210592,Glenelg Country School,Maryland,2017-18,40,25
210592,Glenelg Country School,Maryland,2018-19,37,22
210592,Glenelg Country School,Maryland,2019-20,49,31
210592,Glenelg Country School,Maryland,2020-21,34,22
210592,Glenelg Country School,Maryland,2021-22,50,28
210592,Glenelg Country School,Maryland,2022-23,41,26
210593,Glenelg High School,Maryland,2013-14,100,55
210593,Glenelg High School,Maryland,2014-15,99,58
210593,Glenelg High School,Maryland,2015-16,107,58
210593,Glenelg High School,Maryland,2016-17,158,95
210593,Glenelg High School,Maryland,2017-18,150,76
210593,Glenelg High School,Maryland,2018-19,114,68
210593,Glenelg High School,Maryland,2019-20,148,80
210593,Glenelg High School,Maryland,2020-21,124,68
210593,Glenelg High School,Maryland,2021-22,143,93
210593,Glenelg High School,Maryland,2022-23,192,104
210535,Governor Thomas Johnson Hs,Maryland,2013-14,57,35
210535,Governor Thomas Johnson Hs,Maryland,2014-15,68,37
210535,Governor Thomas Johnson Hs,Maryland,2015-16,49,28
210535,Governor Thomas Johnson Hs,Maryland,2016-17,48,20
210535,Governor Thomas Johnson Hs,Maryland,2017-18,55,23
210535,Governor Thomas Johnson Hs,Maryland,2018-19,54,26
210535,Governor Thomas Johnson Hs,Maryland,2019-20,43,22
210535,Governor Thomas Johnson Hs,Maryland,2020-21,64,36
210535,Governor Thomas Johnson Hs,Maryland,2021-22,73,44
210535,Governor Thomas Johnson Hs,Maryland,2022-23,89,43
211011,Grace Brethren Christian Sch,Maryland,2013-14,NA,NA
211011,Grace Brethren Christian Sch,Maryland,2014-15,15,<10
211011,Grace Brethren Christian Sch,Maryland,2015-16,19,<10
211011,Grace Brethren Christian Sch,Maryland,2016-17,10,<10
211011,Grace Brethren Christian Sch,Maryland,2017-18,13,<10
211011,Grace Brethren Christian Sch,Maryland,2018-19,NA,NA
211011,Grace Brethren Christian Sch,Maryland,2019-20,11,<10
211011,Grace Brethren Christian Sch,Maryland,2020-21,NA,NA
211011,Grace Brethren Christian Sch,Maryland,2021-22,NA,NA
211011,Grace Brethren Christian Sch,Maryland,2022-23,12,<10
210595,Great Mills High School,Maryland,2013-14,33,20
210595,Great Mills High School,Maryland,2014-15,43,23
210595,Great Mills High School,Maryland,2015-16,41,20
210595,Great Mills High School,Maryland,2016-17,37,22
210595,Great Mills High School,Maryland,2017-18,41,24
210595,Great Mills High School,Maryland,2018-19,49,29
210595,Great Mills High School,Maryland,2019-20,42,20
210595,Great Mills High School,Maryland,2020-21,41,21
210595,Great Mills High School,Maryland,2021-22,28,10
210595,Great Mills High School,Maryland,2022-23,50,18
210290,Gwynn Park High School,Maryland,2013-14,16,<10
210290,Gwynn Park High School,Maryland,2014-15,28,<10
210290,Gwynn Park High School,Maryland,2015-16,17,<10
210290,Gwynn Park High School,Maryland,2016-17,21,<10
210290,Gwynn Park High School,Maryland,2017-18,18,<10
210290,Gwynn Park High School,Maryland,2018-19,10,<10
210290,Gwynn Park High School,Maryland,2019-20,15,<10
210290,Gwynn Park High School,Maryland,2020-21,21,<10
210290,Gwynn Park High School,Maryland,2021-22,20,<10
210290,Gwynn Park High School,Maryland,2022-23,20,<10
210409,Hammond High School,Maryland,2013-14,75,45
210409,Hammond High School,Maryland,2014-15,88,42
210409,Hammond High School,Maryland,2015-16,72,26
210409,Hammond High School,Maryland,2016-17,73,40
210409,Hammond High School,Maryland,2017-18,86,37
210409,Hammond High School,Maryland,2018-19,103,53
210409,Hammond High School,Maryland,2019-20,94,46
210409,Hammond High School,Maryland,2020-21,76,39
210409,Hammond High School,Maryland,2021-22,106,58
210409,Hammond High School,Maryland,2022-23,117,59
210231,Harford Technical High School,Maryland,2013-14,12,<10
210231,Harford Technical High School,Maryland,2014-15,21,<10
210231,Harford Technical High School,Maryland,2015-16,18,<10
210231,Harford Technical High School,Maryland,2016-17,23,<10
210231,Harford Technical High School,Maryland,2017-18,29,13
210231,Harford Technical High School,Maryland,2018-19,23,<10
210231,Harford Technical High School,Maryland,2019-20,22,<10
210231,Harford Technical High School,Maryland,2020-21,24,12
210231,Harford Technical High School,Maryland,2021-22,40,18
210231,Harford Technical High School,Maryland,2022-23,52,28
210635,Havre De Grace High School,Maryland,2013-14,18,11
210635,Havre De Grace High School,Maryland,2014-15,13,<10
210635,Havre De Grace High School,Maryland,2015-16,13,<10
210635,Havre De Grace High School,Maryland,2016-17,17,<10
210635,Havre De Grace High School,Maryland,2017-18,NA,NA
210635,Havre De Grace High School,Maryland,2018-19,15,<10
210635,Havre De Grace High School,Maryland,2019-20,11,<10
210635,Havre De Grace High School,Maryland,2020-21,11,<10
210635,Havre De Grace High School,Maryland,2021-22,25,10
210635,Havre De Grace High School,Maryland,2022-23,26,11
210841,Heights School,Maryland,2013-14,NA,NA
210841,Heights School,Maryland,2014-15,18,11
210841,Heights School,Maryland,2015-16,17,<10
210841,Heights School,Maryland,2016-17,18,10
210841,Heights School,Maryland,2017-18,18,11
210841,Heights School,Maryland,2018-19,21,15
210841,Heights School,Maryland,2019-20,22,13
210841,Heights School,Maryland,2020-21,20,11
210841,Heights School,Maryland,2021-22,20,<10
